gene_id	module
FBgn0026761	blue
FBgn0026777	blue
FBgn0026787	blue
FBgn0026869	turquoise
FBgn0027052	yellow
FBgn0027054	yellow
FBgn0027066	brown
FBgn0027070	green
FBgn0027073	turquoise
FBgn0027074	yellow
FBgn0027079	red
FBgn0027080	yellow
FBgn0027081	blue
FBgn0027083	red
FBgn0027086	green
FBgn0027087	green
FBgn0027088	yellow
FBgn0027101	turquoise
FBgn0027107	blue
FBgn0027108	turquoise
FBgn0027280	turquoise
FBgn0027287	turquoise
FBgn0027291	turquoise
FBgn0027335	brown
FBgn0027338	blue
FBgn0027341	brown
FBgn0027348	turquoise
FBgn0027356	red
FBgn0027359	turquoise
FBgn0027360	brown
FBgn0027363	green
FBgn0027375	green
FBgn0027376	yellow
FBgn0027491	blue
FBgn0027492	turquoise
FBgn0027493	turquoise
FBgn0027495	brown
FBgn0027498	blue
FBgn0027499	green
FBgn0027500	blue
FBgn0027504	yellow
FBgn0027507	brown
FBgn0027508	red
FBgn0027509	blue
FBgn0027513	blue
FBgn0027515	yellow
FBgn0027521	blue
FBgn0027524	blue
FBgn0027525	turquoise
FBgn0027527	turquoise
FBgn0027529	blue
FBgn0027537	yellow
FBgn0027552	brown
FBgn0027554	turquoise
FBgn0027556	turquoise
FBgn0027558	yellow
FBgn0027560	turquoise
FBgn0027562	turquoise
FBgn0027564	green
FBgn0027565	brown
FBgn0027570	turquoise
FBgn0027572	red
FBgn0027579	blue
FBgn0027580	turquoise
FBgn0027583	yellow
FBgn0027584	blue
FBgn0027585	turquoise
FBgn0027587	blue
FBgn0027589	turquoise
FBgn0027590	turquoise
FBgn0027592	yellow
FBgn0027594	turquoise
FBgn0027601	brown
FBgn0027603	yellow
FBgn0027607	blue
FBgn0027608	turquoise
FBgn0027611	turquoise
FBgn0027615	brown
FBgn0027616	red
FBgn0027619	blue
FBgn0027620	yellow
FBgn0027654	turquoise
FBgn0027657	brown
FBgn0027660	turquoise
FBgn0027785	turquoise
FBgn0027790	red
FBgn0027791	turquoise
FBgn0027835	turquoise
FBgn0027836	red
FBgn0027843	red
FBgn0027844	turquoise
FBgn0027865	green
FBgn0027885	green
FBgn0027889	blue
FBgn0027945	blue
FBgn0027948	green
FBgn0027949	blue
FBgn0027950	green
FBgn0028325	turquoise
FBgn0028327	turquoise
FBgn0028336	turquoise
FBgn0028342	turquoise
FBgn0028369	turquoise
FBgn0028370	grey
FBgn0028371	brown
FBgn0028375	blue
FBgn0028379	blue
FBgn0028380	yellow
FBgn0028394	green
FBgn0028397	blue
FBgn0028398	turquoise
FBgn0028400	yellow
FBgn0028407	turquoise
FBgn0028410	blue
FBgn0028412	blue
FBgn0028422	turquoise
FBgn0028425	red
FBgn0028429	blue
FBgn0028467	blue
FBgn0028468	yellow
FBgn0028471	blue
FBgn0028473	blue
FBgn0028475	blue
FBgn0028476	green
FBgn0028479	brown
FBgn0028480	turquoise
FBgn0028482	yellow
FBgn0028487	red
FBgn0028490	blue
FBgn0028491	turquoise
FBgn0028496	turquoise
FBgn0028499	turquoise
FBgn0028500	yellow
FBgn0028504	black
FBgn0028509	green
FBgn0028513	brown
FBgn0028516	blue
FBgn0028520	brown
FBgn0028523	yellow
FBgn0028525	yellow
FBgn0028526	grey
FBgn0028527	brown
FBgn0028534	blue
FBgn0028538	blue
FBgn0028539	yellow
FBgn0028543	brown
FBgn0028544	grey
FBgn0028561	red
FBgn0028562	red
FBgn0028569	brown
FBgn0028570	turquoise
FBgn0028572	turquoise
FBgn0028577	green
FBgn0028579	turquoise
FBgn0028582	brown
FBgn0028646	turquoise
FBgn0028647	blue
FBgn0028663	turquoise
FBgn0028667	blue
FBgn0028669	yellow
FBgn0028670	turquoise
FBgn0028671	turquoise
FBgn0028675	turquoise
FBgn0028683	black
FBgn0028684	blue
FBgn0028686	turquoise
FBgn0028687	turquoise
FBgn0028688	turquoise
FBgn0028690	blue
FBgn0028691	brown
FBgn0028692	blue
FBgn0028693	grey
FBgn0028695	blue
FBgn0028697	brown
FBgn0028699	turquoise
FBgn0028703	blue
FBgn0028734	blue
FBgn0028743	blue
FBgn0028836	brown
FBgn0028838	turquoise
FBgn0028847	turquoise
FBgn0028848	turquoise
FBgn0028852	blue
FBgn0028856	blue
FBgn0028857	brown
FBgn0028858	blue
FBgn0028868	brown
FBgn0028870	turquoise
FBgn0028879	blue
FBgn0028880	blue
FBgn0028886	brown
FBgn0028887	blue
FBgn0028888	red
FBgn0028892	turquoise
FBgn0028894	turquoise
FBgn0028896	blue
FBgn0028897	blue
FBgn0028899	green
FBgn0028900	blue
FBgn0028901	yellow
FBgn0028902	brown
FBgn0028903	brown
FBgn0028913	brown
FBgn0028931	blue
FBgn0028941	brown
FBgn0028942	brown
FBgn0028943	brown
FBgn0028952	yellow
FBgn0028965	turquoise
FBgn0028974	turquoise
FBgn0028979	yellow
FBgn0028980	turquoise
FBgn0028983	brown
FBgn0028984	blue
FBgn0028987	grey
FBgn0028990	blue
FBgn0028992	blue
FBgn0028996	yellow
FBgn0029002	turquoise
FBgn0029006	red
FBgn0029082	green
FBgn0029088	brown
FBgn0029091	red
FBgn0029092	turquoise
FBgn0029093	yellow
FBgn0029095	yellow
FBgn0029105	blue
FBgn0029113	yellow
FBgn0029117	blue
FBgn0029133	turquoise
FBgn0029147	turquoise
FBgn0029155	green
FBgn0029167	turquoise
FBgn0029170	blue
FBgn0029174	blue
FBgn0029175	brown
FBgn0029176	turquoise
FBgn0029501	blue
FBgn0029506	turquoise
FBgn0029507	turquoise
FBgn0029518	turquoise
FBgn0029535	turquoise
FBgn0029539	turquoise
FBgn0029589	blue
FBgn0029590	yellow
FBgn0029603	blue
FBgn0029643	blue
FBgn0029648	turquoise
FBgn0029656	blue
FBgn0029658	turquoise
FBgn0029659	turquoise
FBgn0029665	brown
FBgn0029666	blue
FBgn0029669	blue
FBgn0029676	blue
FBgn0029679	blue
FBgn0029686	yellow
FBgn0029700	brown
FBgn0029703	green
FBgn0029706	turquoise
FBgn0029711	turquoise
FBgn0029715	turquoise
FBgn0029722	turquoise
FBgn0029723	turquoise
FBgn0029725	blue
FBgn0029726	blue
FBgn0029728	yellow
FBgn0029729	brown
FBgn0029730	blue
FBgn0029737	blue
FBgn0029745	brown
FBgn0029747	blue
FBgn0029750	blue
FBgn0029752	turquoise
FBgn0029753	brown
FBgn0029754	black
FBgn0029761	turquoise
FBgn0029762	turquoise
FBgn0029763	blue
FBgn0029766	brown
FBgn0029785	brown
FBgn0029809	turquoise
FBgn0029816	turquoise
FBgn0029817	blue
FBgn0029818	green
FBgn0029819	brown
FBgn0029820	turquoise
FBgn0029821	yellow
FBgn0029823	turquoise
FBgn0029824	brown
FBgn0029825	yellow
FBgn0029831	turquoise
FBgn0029843	turquoise
FBgn0029849	blue
FBgn0029856	blue
FBgn0029858	pink
FBgn0029859	brown
FBgn0029861	yellow
FBgn0029863	brown
FBgn0029866	turquoise
FBgn0029870	turquoise
FBgn0029877	turquoise
FBgn0029878	turquoise
FBgn0029881	turquoise
FBgn0029890	turquoise
FBgn0029891	turquoise
FBgn0029896	turquoise
FBgn0029897	brown
FBgn0029898	blue
FBgn0029903	red
FBgn0029907	turquoise
FBgn0029914	turquoise
FBgn0029930	turquoise
FBgn0029932	turquoise
FBgn0029937	grey
FBgn0029945	turquoise
FBgn0029946	turquoise
FBgn0029947	turquoise
FBgn0029952	blue
FBgn0029963	blue
FBgn0029964	turquoise
FBgn0029966	yellow
FBgn0029976	yellow
FBgn0029979	blue
FBgn0029986	blue
FBgn0029987	turquoise
FBgn0029989	blue
FBgn0029990	brown
FBgn0029992	blue
FBgn0029994	brown
FBgn0030004	blue
FBgn0030015	turquoise
FBgn0030025	turquoise
FBgn0030027	turquoise
FBgn0030030	yellow
FBgn0030038	turquoise
FBgn0030039	turquoise
FBgn0030040	turquoise
FBgn0030050	turquoise
FBgn0030051	blue
FBgn0030052	turquoise
FBgn0030058	brown
FBgn0030060	turquoise
FBgn0030065	brown
FBgn0030081	blue
FBgn0030082	turquoise
FBgn0030087	turquoise
FBgn0030091	blue
FBgn0030102	turquoise
FBgn0030104	turquoise
FBgn0030109	blue
FBgn0030120	blue
FBgn0030136	brown
FBgn0030137	red
FBgn0030159	turquoise
FBgn0030160	turquoise
FBgn0030161	green
FBgn0030174	turquoise
FBgn0030181	turquoise
FBgn0030183	blue
FBgn0030186	grey
FBgn0030195	turquoise
FBgn0030207	blue
FBgn0030218	turquoise
FBgn0030234	turquoise
FBgn0030242	blue
FBgn0030243	red
FBgn0030244	turquoise
FBgn0030245	turquoise
FBgn0030251	brown
FBgn0030266	yellow
FBgn0030269	grey
FBgn0030272	turquoise
FBgn0030274	blue
FBgn0030276	turquoise
FBgn0030277	turquoise
FBgn0030278	turquoise
FBgn0030280	turquoise
FBgn0030283	turquoise
FBgn0030286	red
FBgn0030289	grey
FBgn0030290	brown
FBgn0030293	turquoise
FBgn0030296	turquoise
FBgn0030304	turquoise
FBgn0030307	yellow
FBgn0030309	brown
FBgn0030310	blue
FBgn0030313	brown
FBgn0030318	turquoise
FBgn0030319	turquoise
FBgn0030320	blue
FBgn0030321	yellow
FBgn0030329	turquoise
FBgn0030332	turquoise
FBgn0030334	turquoise
FBgn0030343	turquoise
FBgn0030344	blue
FBgn0030354	blue
FBgn0030356	turquoise
FBgn0030359	turquoise
FBgn0030360	turquoise
FBgn0030362	turquoise
FBgn0030366	green
FBgn0030367	turquoise
FBgn0030374	brown
FBgn0030376	yellow
FBgn0030386	turquoise
FBgn0030394	yellow
FBgn0030396	brown
FBgn0030400	yellow
FBgn0030403	yellow
FBgn0030412	turquoise
FBgn0030425	blue
FBgn0030429	blue
FBgn0030432	turquoise
FBgn0030440	turquoise
FBgn0030441	turquoise
FBgn0030449	brown
FBgn0030455	blue
FBgn0030457	blue
FBgn0030460	brown
FBgn0030478	turquoise
FBgn0030480	brown
FBgn0030481	red
FBgn0030483	blue
FBgn0030484	brown
FBgn0030495	green
FBgn0030502	brown
FBgn0030503	blue
FBgn0030504	blue
FBgn0030505	red
FBgn0030507	grey
FBgn0030508	turquoise
FBgn0030512	turquoise
FBgn0030519	turquoise
FBgn0030521	turquoise
FBgn0030524	blue
FBgn0030525	turquoise
FBgn0030544	yellow
FBgn0030556	turquoise
FBgn0030571	turquoise
FBgn0030574	brown
FBgn0030576	turquoise
FBgn0030577	brown
FBgn0030578	blue
FBgn0030582	yellow
FBgn0030590	blue
FBgn0030594	yellow
FBgn0030598	red
FBgn0030599	blue
FBgn0030600	yellow
FBgn0030603	turquoise
FBgn0030608	turquoise
FBgn0030610	blue
FBgn0030614	brown
FBgn0030615	turquoise
FBgn0030616	brown
FBgn0030617	yellow
FBgn0030620	turquoise
FBgn0030622	brown
FBgn0030623	blue
FBgn0030625	blue
FBgn0030629	blue
FBgn0030638	turquoise
FBgn0030647	yellow
FBgn0030653	turquoise
FBgn0030658	turquoise
FBgn0030662	turquoise
FBgn0030667	yellow
FBgn0030669	turquoise
FBgn0030674	green
FBgn0030685	blue
FBgn0030696	blue
FBgn0030706	red
FBgn0030716	yellow
FBgn0030719	turquoise
FBgn0030721	blue
FBgn0030722	blue
FBgn0030724	turquoise
FBgn0030731	turquoise
FBgn0030735	turquoise
FBgn0030743	brown
FBgn0030746	yellow
FBgn0030747	turquoise
FBgn0030753	turquoise
FBgn0030757	blue
FBgn0030764	blue
FBgn0030768	blue
FBgn0030769	turquoise
FBgn0030770	turquoise
FBgn0030778	brown
FBgn0030780	turquoise
FBgn0030791	brown
FBgn0030796	turquoise
FBgn0030797	brown
FBgn0030803	blue
FBgn0030808	turquoise
FBgn0030814	turquoise
FBgn0030855	blue
FBgn0030870	turquoise
FBgn0030890	turquoise
FBgn0030898	turquoise
FBgn0030899	grey
FBgn0030905	turquoise
FBgn0030918	blue
FBgn0030925	blue
FBgn0030926	pink
FBgn0030930	blue
FBgn0030932	turquoise
FBgn0030933	blue
FBgn0030937	blue
FBgn0030940	yellow
FBgn0030941	turquoise
FBgn0030945	turquoise
FBgn0030951	turquoise
FBgn0030955	blue
FBgn0030960	turquoise
FBgn0030961	blue
FBgn0030964	turquoise
FBgn0030968	brown
FBgn0030969	blue
FBgn0030974	turquoise
FBgn0030975	blue
FBgn0030976	turquoise
FBgn0030979	blue
FBgn0030985	turquoise
FBgn0030999	red
FBgn0031002	turquoise
FBgn0031005	pink
FBgn0031011	turquoise
FBgn0031012	blue
FBgn0031016	turquoise
FBgn0031020	blue
FBgn0031021	turquoise
FBgn0031026	brown
FBgn0031047	brown
FBgn0031049	brown
FBgn0031051	yellow
FBgn0031052	blue
FBgn0031053	blue
FBgn0031057	blue
FBgn0031059	blue
FBgn0031061	turquoise
FBgn0031066	brown
FBgn0031080	turquoise
FBgn0031081	yellow
FBgn0031085	turquoise
FBgn0031088	blue
FBgn0031093	turquoise
FBgn0031097	blue
FBgn0031099	turquoise
FBgn0031100	red
FBgn0031103	turquoise
FBgn0031107	yellow
FBgn0031108	turquoise
FBgn0031117	brown
FBgn0031118	red
FBgn0031127	brown
FBgn0031129	turquoise
FBgn0031132	blue
FBgn0031134	turquoise
FBgn0031139	turquoise
FBgn0031145	black
FBgn0031146	turquoise
FBgn0031150	turquoise
FBgn0031157	brown
FBgn0031163	blue
FBgn0031164	turquoise
FBgn0031169	blue
FBgn0031171	blue
FBgn0031182	brown
FBgn0031188	blue
FBgn0031191	turquoise
FBgn0031214	blue
FBgn0031216	green
FBgn0031238	blue
FBgn0031239	blue
FBgn0031240	turquoise
FBgn0031245	brown
FBgn0031247	turquoise
FBgn0031251	blue
FBgn0031258	turquoise
FBgn0031261	turquoise
FBgn0031263	turquoise
FBgn0031264	green
FBgn0031277	brown
FBgn0031279	yellow
FBgn0031285	turquoise
FBgn0031286	grey
FBgn0031287	green
FBgn0031292	red
FBgn0031294	brown
FBgn0031295	turquoise
FBgn0031296	blue
FBgn0031298	brown
FBgn0031299	green
FBgn0031304	turquoise
FBgn0031313	turquoise
FBgn0031317	blue
FBgn0031318	blue
FBgn0031319	blue
FBgn0031322	turquoise
FBgn0031323	turquoise
FBgn0031327	red
FBgn0031333	blue
FBgn0031335	turquoise
FBgn0031337	blue
FBgn0031343	turquoise
FBgn0031345	turquoise
FBgn0031347	brown
FBgn0031356	turquoise
FBgn0031359	turquoise
FBgn0031364	turquoise
FBgn0031367	brown
FBgn0031372	blue
FBgn0031374	turquoise
FBgn0031377	blue
FBgn0031378	green
FBgn0031381	turquoise
FBgn0031384	blue
FBgn0031388	blue
FBgn0031389	turquoise
FBgn0031390	blue
FBgn0031391	blue
FBgn0031392	blue
FBgn0031393	blue
FBgn0031399	yellow
FBgn0031401	blue
FBgn0031407	turquoise
FBgn0031410	brown
FBgn0031412	yellow
FBgn0031414	red
FBgn0031417	brown
FBgn0031418	pink
FBgn0031424	grey
FBgn0031426	green
FBgn0031430	blue
FBgn0031434	blue
FBgn0031437	yellow
FBgn0031440	blue
FBgn0031443	blue
FBgn0031450	blue
FBgn0031451	blue
FBgn0031452	brown
FBgn0031453	turquoise
FBgn0031459	blue
FBgn0031461	brown
FBgn0031462	brown
FBgn0031463	blue
FBgn0031465	blue
FBgn0031466	grey
FBgn0031469	blue
FBgn0031472	blue
FBgn0031474	blue
FBgn0031476	brown
FBgn0031478	turquoise
FBgn0031479	red
FBgn0031483	blue
FBgn0031484	brown
FBgn0031485	green
FBgn0031489	turquoise
FBgn0031490	green
FBgn0031492	green
FBgn0031493	yellow
FBgn0031496	blue
FBgn0031498	red
FBgn0031501	turquoise
FBgn0031504	blue
FBgn0031505	turquoise
FBgn0031513	yellow
FBgn0031515	brown
FBgn0031517	turquoise
FBgn0031518	brown
FBgn0031526	turquoise
FBgn0031528	turquoise
FBgn0031529	turquoise
FBgn0031530	brown
FBgn0031531	brown
FBgn0031533	brown
FBgn0031534	brown
FBgn0031540	green
FBgn0031542	turquoise
FBgn0031545	brown
FBgn0031546	turquoise
FBgn0031548	brown
FBgn0031549	blue
FBgn0031550	green
FBgn0031554	blue
FBgn0031558	brown
FBgn0031559	blue
FBgn0031566	yellow
FBgn0031571	green
FBgn0031574	turquoise
FBgn0031575	turquoise
FBgn0031585	yellow
FBgn0031589	brown
FBgn0031592	blue
FBgn0031596	turquoise
FBgn0031597	blue
FBgn0031598	yellow
FBgn0031600	yellow
FBgn0031602	red
FBgn0031606	green
FBgn0031608	brown
FBgn0031609	green
FBgn0031610	blue
FBgn0031613	brown
FBgn0031620	yellow
FBgn0031623	blue
FBgn0031626	brown
FBgn0031627	blue
FBgn0031629	turquoise
FBgn0031630	turquoise
FBgn0031632	blue
FBgn0031637	green
FBgn0031638	yellow
FBgn0031639	yellow
FBgn0031640	blue
FBgn0031646	turquoise
FBgn0031649	turquoise
FBgn0031651	green
FBgn0031652	blue
FBgn0031655	yellow
FBgn0031659	yellow
FBgn0031660	blue
FBgn0031664	turquoise
FBgn0031675	blue
FBgn0031676	blue
FBgn0031678	brown
FBgn0031681	turquoise
FBgn0031682	blue
FBgn0031684	turquoise
FBgn0031688	blue
FBgn0031690	turquoise
FBgn0031692	brown
FBgn0031698	green
FBgn0031700	green
FBgn0031701	brown
FBgn0031702	red
FBgn0031703	turquoise
FBgn0031707	blue
FBgn0031708	turquoise
FBgn0031710	blue
FBgn0031713	brown
FBgn0031722	brown
FBgn0031723	turquoise
FBgn0031724	blue
FBgn0031728	turquoise
FBgn0031729	turquoise
FBgn0031730	brown
FBgn0031733	blue
FBgn0031736	blue
FBgn0031738	turquoise
FBgn0031739	turquoise
FBgn0031741	brown
FBgn0031751	red
FBgn0031752	blue
FBgn0031753	yellow
FBgn0031758	brown
FBgn0031764	red
FBgn0031766	blue
FBgn0031769	yellow
FBgn0031771	turquoise
FBgn0031772	blue
FBgn0031774	green
FBgn0031776	yellow
FBgn0031777	blue
FBgn0031779	blue
FBgn0031782	turquoise
FBgn0031784	turquoise
FBgn0031785	blue
FBgn0031786	blue
FBgn0031799	green
FBgn0031804	yellow
FBgn0031805	green
FBgn0031813	red
FBgn0031814	yellow
FBgn0031817	turquoise
FBgn0031820	blue
FBgn0031822	blue
FBgn0031826	turquoise
FBgn0031830	turquoise
FBgn0031831	brown
FBgn0031832	pink
FBgn0031835	turquoise
FBgn0031836	turquoise
FBgn0031842	yellow
FBgn0031849	blue
FBgn0031853	brown
FBgn0031856	blue
FBgn0031857	turquoise
FBgn0031858	turquoise
FBgn0031859	turquoise
FBgn0031861	turquoise
FBgn0031866	red
FBgn0031869	green
FBgn0031872	green
FBgn0031875	green
FBgn0031876	red
FBgn0031877	pink
FBgn0031879	turquoise
FBgn0031883	turquoise
FBgn0031886	brown
FBgn0031896	blue
FBgn0031897	blue
FBgn0031900	turquoise
FBgn0031902	turquoise
FBgn0031904	red
FBgn0031905	red
FBgn0031906	green
FBgn0031907	turquoise
FBgn0031908	turquoise
FBgn0031909	turquoise
FBgn0031913	brown
FBgn0031918	turquoise
FBgn0031939	turquoise
FBgn0031940	blue
FBgn0031941	blue
FBgn0031945	blue
FBgn0031946	turquoise
FBgn0031947	turquoise
FBgn0031951	turquoise
FBgn0031954	turquoise
FBgn0031955	yellow
FBgn0031957	turquoise
FBgn0031968	yellow
FBgn0031969	red
FBgn0031971	turquoise
FBgn0031972	turquoise
FBgn0031973	turquoise
FBgn0031975	turquoise
FBgn0031979	yellow
FBgn0031980	brown
FBgn0031981	yellow
FBgn0031985	turquoise
FBgn0031986	blue
FBgn0031988	red
FBgn0031992	brown
FBgn0031995	green
FBgn0031997	turquoise
FBgn0031998	turquoise
FBgn0031999	green
FBgn0032000	blue
FBgn0032001	blue
FBgn0032002	blue
FBgn0032003	turquoise
FBgn0032004	blue
FBgn0032006	turquoise
FBgn0032010	brown
FBgn0032017	turquoise
FBgn0032018	yellow
FBgn0032021	green
FBgn0032023	turquoise
FBgn0032025	turquoise
FBgn0032029	red
FBgn0032034	yellow
FBgn0032039	turquoise
FBgn0032040	blue
FBgn0032042	green
FBgn0032049	blue
FBgn0032050	blue
FBgn0032052	blue
FBgn0032053	brown
FBgn0032054	blue
FBgn0032055	brown
FBgn0032059	blue
FBgn0032065	red
FBgn0032072	brown
FBgn0032074	turquoise
FBgn0032075	brown
FBgn0032077	red
FBgn0032078	turquoise
FBgn0032079	turquoise
FBgn0032080	green
FBgn0032082	green
FBgn0032084	turquoise
FBgn0032090	brown
FBgn0032094	blue
FBgn0032096	green
FBgn0032101	brown
FBgn0032109	yellow
FBgn0032110	brown
FBgn0032111	brown
FBgn0032115	brown
FBgn0032120	red
FBgn0032122	brown
FBgn0032123	turquoise
FBgn0032124	red
FBgn0032129	brown
FBgn0032130	yellow
FBgn0032131	green
FBgn0032135	blue
FBgn0032136	green
FBgn0032138	blue
FBgn0032139	yellow
FBgn0032140	green
FBgn0032144	green
FBgn0032147	turquoise
FBgn0032150	yellow
FBgn0032151	yellow
FBgn0032156	turquoise
FBgn0032157	blue
FBgn0032160	turquoise
FBgn0032161	turquoise
FBgn0032163	brown
FBgn0032166	yellow
FBgn0032170	brown
FBgn0032171	blue
FBgn0032172	turquoise
FBgn0032175	blue
FBgn0032176	yellow
FBgn0032178	turquoise
FBgn0032184	blue
FBgn0032187	turquoise
FBgn0032188	blue
FBgn0032189	yellow
FBgn0032193	yellow
FBgn0032194	yellow
FBgn0032197	green
FBgn0032200	blue
FBgn0032205	turquoise
FBgn0032208	turquoise
FBgn0032210	red
FBgn0032217	blue
FBgn0032218	brown
FBgn0032219	turquoise
FBgn0032221	yellow
FBgn0032222	brown
FBgn0032223	blue
FBgn0032224	turquoise
FBgn0032225	turquoise
FBgn0032229	brown
FBgn0032233	brown
FBgn0032234	yellow
FBgn0032242	brown
FBgn0032248	turquoise
FBgn0032249	brown
FBgn0032251	blue
FBgn0032256	green
FBgn0032259	green
FBgn0032261	turquoise
FBgn0032262	brown
FBgn0032264	turquoise
FBgn0032268	turquoise
FBgn0032269	turquoise
FBgn0032271	red
FBgn0032289	blue
FBgn0032290	blue
FBgn0032291	blue
FBgn0032292	blue
FBgn0032293	blue
FBgn0032294	blue
FBgn0032295	red
FBgn0032297	turquoise
FBgn0032305	yellow
FBgn0032313	blue
FBgn0032315	turquoise
FBgn0032321	brown
FBgn0032322	blue
FBgn0032330	green
FBgn0032331	blue
FBgn0032335	blue
FBgn0032338	blue
FBgn0032350	turquoise
FBgn0032360	turquoise
FBgn0032361	green
FBgn0032363	turquoise
FBgn0032364	blue
FBgn0032365	turquoise
FBgn0032368	blue
FBgn0032369	yellow
FBgn0032370	turquoise
FBgn0032371	turquoise
FBgn0032372	turquoise
FBgn0032373	blue
FBgn0032374	brown
FBgn0032375	blue
FBgn0032376	blue
FBgn0032377	blue
FBgn0032381	yellow
FBgn0032385	brown
FBgn0032388	blue
FBgn0032397	blue
FBgn0032398	blue
FBgn0032400	brown
FBgn0032407	brown
FBgn0032414	blue
FBgn0032415	blue
FBgn0032416	blue
FBgn0032419	turquoise
FBgn0032420	turquoise
FBgn0032422	turquoise
FBgn0032424	brown
FBgn0032431	yellow
FBgn0032433	red
FBgn0032434	blue
FBgn0032439	red
FBgn0032442	yellow
FBgn0032444	blue
FBgn0032447	blue
FBgn0032448	turquoise
FBgn0032449	blue
FBgn0032453	brown
FBgn0032454	blue
FBgn0032455	red
FBgn0032456	blue
FBgn0032464	turquoise
FBgn0032467	green
FBgn0032471	red
FBgn0032472	brown
FBgn0032473	blue
FBgn0032474	turquoise
FBgn0032476	brown
FBgn0032478	brown
FBgn0032479	turquoise
FBgn0032480	red
FBgn0032483	turquoise
FBgn0032484	yellow
FBgn0032492	brown
FBgn0032494	yellow
FBgn0032495	brown
FBgn0032499	green
FBgn0032503	blue
FBgn0032511	brown
FBgn0032512	yellow
FBgn0032515	brown
FBgn0032516	blue
FBgn0032517	yellow
FBgn0032519	turquoise
FBgn0032520	brown
FBgn0032521	turquoise
FBgn0032522	brown
FBgn0032525	turquoise
FBgn0032530	turquoise
FBgn0032535	turquoise
FBgn0032553	black
FBgn0032554	turquoise
FBgn0032563	turquoise
FBgn0032585	blue
FBgn0032586	turquoise
FBgn0032588	blue
FBgn0032590	turquoise
FBgn0032593	yellow
FBgn0032600	red
FBgn0032603	turquoise
FBgn0032609	brown
FBgn0032612	turquoise
FBgn0032615	turquoise
FBgn0032626	yellow
FBgn0032629	brown
FBgn0032632	red
FBgn0032633	green
FBgn0032636	blue
FBgn0032637	brown
FBgn0032638	turquoise
FBgn0032640	turquoise
FBgn0032646	turquoise
FBgn0032649	blue
FBgn0032651	turquoise
FBgn0032654	turquoise
FBgn0032658	blue
FBgn0032660	blue
FBgn0032664	blue
FBgn0032665	turquoise
FBgn0032666	turquoise
FBgn0032670	turquoise
FBgn0032677	turquoise
FBgn0032683	red
FBgn0032685	turquoise
FBgn0032688	yellow
FBgn0032689	green
FBgn0032693	green
FBgn0032694	turquoise
FBgn0032699	blue
FBgn0032700	blue
FBgn0032703	brown
FBgn0032706	turquoise
FBgn0032713	red
FBgn0032717	yellow
FBgn0032721	blue
FBgn0032723	yellow
FBgn0032724	red
FBgn0032727	blue
FBgn0032729	turquoise
FBgn0032730	blue
FBgn0032731	red
FBgn0032740	brown
FBgn0032741	turquoise
FBgn0032746	blue
FBgn0032748	blue
FBgn0032749	blue
FBgn0032751	blue
FBgn0032752	turquoise
FBgn0032753	turquoise
FBgn0032754	turquoise
FBgn0032763	brown
FBgn0032769	yellow
FBgn0032771	brown
FBgn0032772	turquoise
FBgn0032773	brown
FBgn0032774	turquoise
FBgn0032775	turquoise
FBgn0032779	turquoise
FBgn0032782	turquoise
FBgn0032785	turquoise
FBgn0032791	green
FBgn0032793	blue
FBgn0032796	red
FBgn0032797	green
FBgn0032798	blue
FBgn0032799	green
FBgn0032800	green
FBgn0032801	turquoise
FBgn0032805	blue
FBgn0032809	grey
FBgn0032810	blue
FBgn0032811	turquoise
FBgn0032813	blue
FBgn0032815	yellow
FBgn0032817	green
FBgn0032818	blue
FBgn0032821	turquoise
FBgn0032822	blue
FBgn0032827	blue
FBgn0032833	brown
FBgn0032834	blue
FBgn0032835	blue
FBgn0032836	brown
FBgn0032843	red
FBgn0032845	blue
FBgn0032846	yellow
FBgn0032847	blue
FBgn0032848	brown
FBgn0032849	blue
FBgn0032850	yellow
FBgn0032857	turquoise
FBgn0032858	blue
FBgn0032864	turquoise
FBgn0032867	turquoise
FBgn0032869	turquoise
FBgn0032870	yellow
FBgn0032880	green
FBgn0032882	blue
FBgn0032883	brown
FBgn0032884	blue
FBgn0032886	green
FBgn0032888	blue
FBgn0032894	brown
FBgn0032896	turquoise
FBgn0032897	brown
FBgn0032899	turquoise
FBgn0032906	yellow
FBgn0032907	turquoise
FBgn0032908	pink
FBgn0032910	yellow
FBgn0032911	yellow
FBgn0032913	brown
FBgn0032922	blue
FBgn0032923	yellow
FBgn0032929	blue
FBgn0032938	turquoise
FBgn0032940	yellow
FBgn0032945	turquoise
FBgn0032946	green
FBgn0032955	yellow
FBgn0032956	red
FBgn0032957	blue
FBgn0032961	blue
FBgn0032964	green
FBgn0032965	brown
FBgn0032967	blue
FBgn0032969	turquoise
FBgn0032971	turquoise
FBgn0032972	blue
FBgn0032973	brown
FBgn0032974	green
FBgn0032986	turquoise
FBgn0032987	brown
FBgn0032988	blue
FBgn0032997	black
FBgn0033005	black
FBgn0033010	turquoise
FBgn0033017	blue
FBgn0033020	brown
FBgn0033021	blue
FBgn0033028	green
FBgn0033029	green
FBgn0033031	blue
FBgn0033032	turquoise
FBgn0033033	brown
FBgn0033038	green
FBgn0033042	blue
FBgn0033050	green
FBgn0033054	blue
FBgn0033056	brown
FBgn0033058	brown
FBgn0033060	yellow
FBgn0033061	yellow
FBgn0033063	brown
FBgn0033065	turquoise
FBgn0033069	blue
